FSC-A,SSC-A,CD3,CD4,CD8,CD14,CD19,CD45,CD56,CD20,cell_type,sample_id
44962.57986872557,57729.06744836469,1833.1315122580856,2055.8685127850727,561.714950532811,6414.001246710904,1161.3152084472833,10600.243908794022,14.0,122.7003957363988,Monocytes,train_sample_2
34990.541803667984,16950.10989884188,273.5089374686156,10.0,473.76691587547566,529.0871218326113,3255.7538774455847,7959.203340319886,604.0990292467914,5521.559502640763,B_cells,train_sample_1
50838.76125505807,32041.562476913034,38.753603941992566,169.7885137103547,615.2048327534307,817.2292740781038,6274.070960330732,2674.640652676013,10.0,4696.112423144812,B_cells,train_sample_2
58399.15497696144,30946.02772175166,7845.07575183445,528.445353313271,4482.530561132471,1017.4009664694966,1155.2416021637991,4010.423803818309,2036.0515287564976,294.8481750188573,T_cells_CD8,train_sample_3
37355.13784897216,30027.67129455514,2897.1624864325813,6753.358409557769,1033.3327982810854,463.77618500954907,1240.5066272810036,7350.767918884512,462.0818862299885,1336.8174535689084,T_cells_CD4,train_sample_3
57400.56812321849,33741.45417598057,478.6261606908139,1512.1288286457393,685.1076921787551,3694.616497653473,532.1201550873614,6609.519867403959,1160.2672028238362,466.0474066827566,Monocytes,train_sample_1
43267.41752106657,20895.21602320187,5813.824763387788,995.4046355795351,4016.342051658671,126.79303126796276,1431.867395334541,5467.87720480456,567.0000286925712,36.878214108752545,T_cells_CD8,train_sample_1
61961.97832659771,26501.41501205656,6294.225223688115,624.7495935370345,3756.2996662699948,404.63758690397896,967.567330707466,9435.114158521468,301.57020395028275,10.0,T_cells_CD8,train_sample_2
38536.1383307457,32518.817887975358,8848.273655588147,5728.565917867042,1402.502007946351,834.2115109984423,2438.4070106880454,5103.077645383777,455.7205610075204,1247.424425898992,T_cells_CD4,train_sample_1
56512.013445076525,25833.742330368157,4588.10192920184,14.0,3375.2227471127517,462.18577373520293,1115.0257902698445,6278.459658547565,622.764323592219,358.873689976351,T_cells_CD8,train_sample_3
25889.46098317212,28637.862993653278,7157.074913355932,1419.723902100979,5097.221640053008,46.09233099071602,625.1672933348527,9510.47917668244,358.60815535774935,433.5199765575927,T_cells_CD8,train_sample_2
52293.92680653262,42595.942948644195,5353.767467840143,400.99489593223836,5498.829520062133,1100.540417023768,10.0,5857.871027570784,1191.4200560943023,784.9194468127496,T_cells_CD8,train_sample_3
57110.29668765999,40858.093712242015,6655.478993702662,1149.8292763710156,7115.83963818078,57.95352877708869,416.26673960021833,7086.089018141969,2048.9994483432106,10.0,T_cells_CD8,train_sample_2
54812.110274034654,26289.364641774424,994.3829945454798,686.5536279442338,10.0,582.8424390420275,3232.0903293862257,7973.503143508191,851.9728570308221,1121.877672403079,B_cells,train_sample_3
65868.39271145823,39877.62096274896,824.7328668717724,2490.35515813575,929.8131309429973,5005.017689690437,1048.8549883899802,5568.161763098582,1796.2066172265047,10.0,Monocytes,train_sample_1
45826.59689976331,26417.692464059037,937.6838448833745,836.0940397842633,457.5660011882498,61.59802477901918,8960.94076661151,8622.46923301671,18.914236981724073,5888.2811913879505,B_cells,train_sample_3
42703.03056396833,35623.197153238085,5566.8886374298545,1044.8233326871664,1059.7023341960848,460.991439210292,360.7475615562354,9031.25106750719,1093.9813849048487,10.0,T_cells_CD8,train_sample_2
71083.05383777776,41667.24993265456,4797.832667245392,5393.561313252318,985.7953088869588,16.732329554059405,1328.7455248907024,2646.111297637781,1428.9265949237279,1769.1329137568446,T_cells_CD4,train_sample_1
36573.871425331,21740.319974146987,617.447901478853,12.0,1497.2163162738216,10.0,10.0,7028.473870248654,7250.000600058537,400.6476936148962,NK_cells,train_sample_2
42543.75253288306,22901.55416566355,8680.101641999423,6900.363944448288,1592.5587284608253,1117.9807314171896,759.5801620325357,10961.87406593786,10.0,486.29965224583634,T_cells_CD4,train_sample_1
35584.83066295849,34627.77777900797,5606.234129655858,784.6852380708654,5720.74968779064,10.0,685.6211581377096,8883.114490941396,687.5858327242081,1488.326820657839,T_cells_CD8,train_sample_2
61346.83039240259,39932.40885656899,71.96256353772046,981.7283833310922,561.5268190104126,244.7531978335044,45.34748920962956,6139.546328324437,8160.29898181465,80.28486062094157,NK_cells,train_sample_3
55675.16172817747,23635.38497102708,5234.375799531659,7430.436557174792,1844.9314256047492,256.53794861202795,1287.626685105818,5967.433062333586,26.046537500208956,288.3966476357639,T_cells_CD4,train_sample_1
57838.74031638022,33431.73951426459,12.0,289.51527467099504,324.4729827807804,453.08719093259623,3083.022848606937,3938.0319722272266,790.0349269021028,5260.559324952504,B_cells,train_sample_3
64014.418411671155,44509.6632688436,5575.33770459831,340.76664397074535,6086.950407557522,561.6523399489928,32.32219343592802,9384.53014453457,1696.3708527269148,1368.0514265427441,T_cells_CD8,train_sample_2
43257.16499311579,31165.347414932858,6621.8105572199875,866.0631178640546,7080.511317413024,10.0,771.89960183694,7138.773915136263,16.0,10.0,T_cells_CD8,train_sample_1
53050.58893297679,26807.351363731294,5530.658223366112,1660.2323986921938,1874.9116462298748,10.0,813.796800193022,5679.374768997071,726.7603431075622,186.2424491217903,T_cells_CD8,train_sample_3
40815.212077336495,22116.61622466171,7776.70102422582,1140.1264923484707,5714.199292236762,920.2484752765788,624.633619828659,6437.771431675841,1195.3817659634271,10.0,T_cells_CD8,train_sample_3
33875.83948902439,24929.733968087963,5282.147667982081,6540.845686547377,877.7502834815133,10.0,564.9172710013582,6625.362097101028,356.4823719838394,1504.1449157079894,T_cells_CD4,train_sample_2
69734.89890333818,29219.71354752652,810.9871147713593,1256.233468949449,640.1128292442846,442.615179963168,1043.4106052563727,3669.355011660897,2959.4684994349095,230.9101884907049,NK_cells,train_sample_1
43132.326928197086,41104.4836552131,464.6008762731621,12.0,1496.5771540143623,554.5145497361761,794.9783214884595,2689.5753206711197,5375.490239385766,1001.5114084320426,NK_cells,train_sample_3
52167.363420073554,27931.117188318534,5358.898532008367,7153.363401229184,272.29746192849996,938.1190335199329,897.4840895850709,7145.66925550311,10.0,554.7411337006727,T_cells_CD4,train_sample_1
66481.70010544945,17828.35681005192,4460.3228512101405,5233.838901429301,688.5353187406077,1034.16696123571,1747.404359805255,5954.59048220956,629.577883448941,1314.3364150660811,T_cells_CD4,train_sample_3
71937.12491825352,46527.771231110026,793.4659398871968,1450.357727081547,325.8257058461154,5622.9302893859485,10.0,6853.010466945836,1289.8288704362606,1213.974066625849,Monocytes,train_sample_1
47690.536985530394,28773.54442574275,524.3040825982137,506.65377552575126,869.1802047130864,89.72670110970188,4743.320110535784,3145.9058628335483,327.92606649070405,7543.126650715094,B_cells,train_sample_2
47352.31422388707,35176.12419803394,14.0,1442.3776605450212,2021.7690005974496,709.239798905666,997.4090414663569,7345.434179089614,4952.182105632574,940.7392829111341,NK_cells,train_sample_2
39955.626926461206,31249.274872777245,3006.4158380154,5115.250614821523,808.0015328318865,209.55753217922762,1043.3418389170251,8781.979338283192,185.3127964225845,735.221825982691,T_cells_CD4,train_sample_1
74444.93376173875,28950.638589135753,125.68054213317801,2240.648434998563,1168.7041937864512,6605.583604310703,1760.4502635418348,6565.778956190521,671.5640902005727,10.0,Monocytes,train_sample_1
42039.59217220732,27426.080675448076,832.5785951003833,1155.317417543367,802.9693893404377,596.2050069225,4856.741986800707,4504.544307341722,957.0135372504034,5401.35490475667,B_cells,train_sample_2
27076.079088046958,24291.78585354233,7282.62337523252,14.0,4567.20466274099,10.0,529.5702977104419,3189.9077501551496,1168.5433323909526,10.0,T_cells_CD8,train_sample_2
50986.483429887514,28040.683771079362,1269.4871741415157,1171.3649164042588,946.2173669060999,5412.83582517423,849.3295243501013,4904.69589787478,775.4351318482837,1102.5677321949136,Monocytes,train_sample_1
57550.52232149548,14647.451268157069,4963.030520519209,4387.772505659398,863.6356372062921,627.8078322151442,729.4799699047292,7144.331740504256,754.9128086395381,1442.2758326380379,T_cells_CD4,train_sample_1
51017.12541396939,42065.96286521147,14.0,156.67242695257144,1613.7107498629093,1026.9924250155545,654.7615729590357,4787.339340804134,8152.079810772356,457.2536141840322,NK_cells,train_sample_2
55241.535705875685,25050.208421047333,1176.9348571609012,456.4825749451316,898.7341222836275,548.4296385365191,558.1139600698943,6818.732942392436,3301.7532250232825,223.3551416968015,NK_cells,train_sample_1
78664.5217810461,35992.06347243674,283.66558398880136,12.0,1770.3362264156767,221.5813698367307,122.2194512297192,7543.967235955536,4775.818643067286,1031.4527056941192,NK_cells,train_sample_1
45481.4910893118,26163.850374841197,8040.984267580903,666.392376893475,5880.6694563805995,834.3236944545264,2276.037554829873,4693.267107750521,1170.5846502675695,1823.4205831200848,T_cells_CD8,train_sample_3
66863.96654620917,44059.62938074877,14.0,1493.869308035625,1692.3837750758767,493.09887613291374,460.03017386596514,5521.036048681794,3161.1008532913575,39.18363672488459,NK_cells,train_sample_2
21854.730059923208,23466.34593249356,12.0,1063.1507058366872,644.7401146071479,7873.290434113331,1175.3783483584896,8542.537547147651,1267.5225361346597,218.85579882813326,Monocytes,train_sample_3
37398.037531928356,31650.0920775025,6893.019566700432,7420.3225619535,160.45655509385617,375.9972367803606,12.0,6501.370853892923,301.44257531648793,709.5919623186035,T_cells_CD4,train_sample_3
46460.368297448294,26958.860182614695,647.5987847804466,407.3251177609143,317.8254205388261,670.3376330810247,369.94500043673145,6427.1063978721695,395.0773551700361,6219.158497639442,B_cells,train_sample_2
77157.40807005188,25822.75735873213,594.7909969536156,936.2813355339503,111.07688919563668,2985.139445382717,330.78135821189665,10266.833583529868,14.0,472.760190184514,Monocytes,train_sample_1
40771.965855919625,26757.967344677076,1326.0143088613809,474.98097927126446,478.34316531818,603.9570218909986,7603.552340642848,7543.052004099473,285.1873339343911,4616.195538104759,B_cells,train_sample_2
31971.7805949305,29794.56839760272,7178.004697128135,1424.3400794346576,3402.3126238077302,529.5466091079819,519.5317750762105,8395.949879823664,16.0,574.0421914700834,T_cells_CD8,train_sample_2
57723.06449788662,26721.679949563422,324.7005854725352,665.5076720453839,550.8168846917289,239.79218115701264,5420.269514780891,6919.9939606253165,943.7009167695838,5244.01540258865,B_cells,train_sample_1
61964.27184490709,42863.69401282551,4929.193847115555,2742.8190413247935,1712.2248078432422,578.6411504138049,12.0,9389.160572093891,625.3218105426379,35.51257357744491,T_cells_CD4,train_sample_3
38087.5334118122,26383.680187602902,488.7074574244154,12.0,2573.2534864722484,778.2657639230495,36.2542639944624,6114.483879927329,4880.331027208084,16.67243545713319,NK_cells,train_sample_1
46424.00997526199,23450.242276911846,5284.9196471377345,715.8242518040511,4465.960843704265,802.8837643696642,542.7064044497173,8303.93468449498,1126.4887310981653,107.40454189669042,T_cells_CD8,train_sample_2
54813.10120136288,23475.162039956012,2739.4939156012583,14.0,4101.1812662097445,431.9178397435675,543.0834419214113,9153.056818414805,258.02652351415696,10.0,T_cells_CD8,train_sample_1
52707.96978352246,33133.603321436916,9605.832807152678,1216.2545332810125,7704.810777382761,573.7473721216822,10.0,6795.922294790245,1119.0655249603685,430.2017288701532,T_cells_CD8,train_sample_1
44038.81133200325,79627.07462685624,926.4795301342699,733.4292587493716,636.1264360383437,6769.818234503239,1057.605056755199,4679.984739534552,648.0891191555654,640.4394784253348,Monocytes,train_sample_1
57596.22608171382,49691.97367623393,842.1204375760212,12.0,4599.882211293097,526.8039570710059,10.0,5227.559041490657,4754.857101495384,330.3362789166284,NK_cells,train_sample_2
37867.830290801205,31311.372833889858,4275.0181447415,157.26556648256587,5953.981156925109,455.59823132503124,628.8791751485677,5060.280300592382,1355.2841155309247,492.05140077233,T_cells_CD8,train_sample_1
48414.95582284831,33178.573404471106,1275.9955864011342,803.1347598382304,3554.8216859914032,849.6129138732845,1176.9458475402694,7629.384092965393,6181.76629591948,545.8160309551042,NK_cells,train_sample_2
47416.76901873126,37515.2782727793,7292.915778579771,3548.1841971126732,1225.613878370655,100.6719772664953,711.5356455887579,10414.202297804244,768.7697897938446,1367.6225363797766,T_cells_CD4,train_sample_1
39506.514085512594,15946.94564655182,8234.963216776838,811.185136570238,5361.458738569163,680.9250526266948,1633.6134179278322,3696.291717872835,1448.1593881711945,1014.0116910994253,T_cells_CD8,train_sample_2
49008.05017967697,20805.985646114495,5556.974376021832,14.0,4500.520711295752,749.3588804330652,10.0,7020.952728182706,188.38020901923764,113.1122573560027,T_cells_CD8,train_sample_2
30150.919390438827,26354.791623085053,383.25967057282605,128.8914031308134,1461.049632307929,1257.1967538457466,520.3897278728093,6909.874106329072,6853.579699555726,1269.290995648203,NK_cells,train_sample_3
55252.67448867069,26084.521619623374,6001.364128902506,296.41448816406523,4327.452726793184,646.0621963071725,10.0,7467.737425368577,1515.809107543596,751.097204573947,T_cells_CD8,train_sample_2
56228.8598928369,35803.57190157033,8318.431495341038,3454.6701294089835,1454.7971593302127,41.44500384982397,1379.1321495088353,7049.823159292312,303.2080330524462,12.0,T_cells_CD4,train_sample_2
43578.791376547066,40496.26941732675,1489.6062252038341,635.2050409480187,1262.1331133547774,921.4771895485412,10.0,6929.69513531308,3383.826426051073,593.384801083928,NK_cells,train_sample_2
58387.11844523853,22633.19145071669,4416.05656652704,5251.756491673014,316.4315760233481,926.9401911855042,470.7246220409063,7682.62053996419,778.7071116954803,1335.8720191166578,T_cells_CD4,train_sample_3
33941.8855891669,14833.894829621087,3170.4432429884127,1094.7020857638574,5916.475716464277,653.0747636223235,573.0500650764715,8043.8005048834175,1066.328404825896,10.0,T_cells_CD8,train_sample_3
56594.51047517673,46363.988871968,7923.233883158679,14.0,4279.492726795479,389.9882704129027,629.862221209001,10980.905173219255,350.19535815298485,796.5022492100703,T_cells_CD8,train_sample_2
42534.76860365916,20513.414286374333,7551.990414633268,4093.934593575128,1292.0833136006297,261.28840023450283,336.94068822139513,6486.519767054388,600.6045697286806,974.6270843185316,T_cells_CD4,train_sample_1
63273.69957877888,45478.57594676405,14.0,850.6507484804548,31.644370627386195,472.075967083963,479.7946535527487,7229.461541567521,10705.781446660489,676.5222202741206,NK_cells,train_sample_1
52316.04075087772,41024.27958581225,2049.5258659494143,958.5492983237341,1170.449524024634,1687.1413222755523,30.566803922825308,7308.5328552524825,5929.197568600399,1027.9841879550554,NK_cells,train_sample_2
50460.99548893554,11992.743588911131,12.0,590.046958767519,10.0,1007.8588744617184,6604.9585511775385,5624.5786991434725,587.8573503377105,3126.118960585047,B_cells,train_sample_3
67473.95446866228,29409.849328551856,232.7381171476443,2465.867466837051,624.3691693337281,4815.274789813012,666.3161585021066,9586.67371358191,527.8580564863504,480.8733594036602,Monocytes,train_sample_3
44012.74253573832,35358.070320519575,6812.216381140058,7692.326522201036,16.0,316.69567645760435,618.0086918634057,7153.333843177613,10.0,1410.2302365466157,T_cells_CD4,train_sample_2
44197.0483438513,35985.44413868977,5738.944586547456,1354.5671049211699,2290.5531841826687,607.6611375940302,480.3512455966862,7964.056696264212,722.389759952988,10.0,T_cells_CD8,train_sample_1
52211.79311633346,43367.081561745916,202.20722890035745,1432.629281940101,227.15433696639047,4856.477260668913,304.7908126208373,5588.408995363267,1073.0189361495966,1681.059713088539,Monocytes,train_sample_3
82184.52041416097,35291.991055052415,362.5234361397395,143.33005352506254,30.0,245.2072726639478,1209.6907480736663,6955.102205195423,5745.36438351411,585.186763902734,NK_cells,train_sample_2
57326.74328565389,20361.23168229983,3866.095563641212,509.285498459964,5021.111636731972,450.4052104814409,199.13556675331432,7434.153528616979,1309.843140617113,10.0,T_cells_CD8,train_sample_3
57588.365074327085,32598.3213593754,7350.318541615687,902.5704530371393,3133.519980994167,10.0,10.0,6944.98218505955,757.7077779232684,443.3123723752793,T_cells_CD8,train_sample_2
54549.752562609,23150.700289590735,6204.868739011264,437.9393647790345,6341.0569482152,10.0,81.25952958198533,6702.034381708273,574.0979584636455,654.5575338121945,T_cells_CD8,train_sample_2
55068.12306837052,11525.073682331811,5549.487331842948,5338.294410496578,1145.798689789969,780.8824491525825,563.6166888207733,6391.297879076582,1432.545336769751,477.93068170511077,T_cells_CD4,train_sample_3
49822.56531814073,32448.286687864205,4115.782568665386,919.3687017372632,7603.224781032654,601.3838090588854,217.83958051651888,2648.1135038436596,456.08434170057444,438.49878513117426,T_cells_CD8,train_sample_1
64055.82293258324,42989.244679167634,999.0919438906993,493.7589456254576,1535.6518184447257,5400.953764545556,10.0,5925.903346615092,222.59407556091816,507.7303876545584,Monocytes,train_sample_1
56100.30995153349,29426.745398434527,767.1968930127027,12.0,1921.6421556288224,417.98442855749465,449.6054578517427,8614.14143073578,8083.600294602624,695.8881785407194,NK_cells,train_sample_1
49652.94363426341,33090.23774306808,1445.9560951024127,24.0,352.5483527640499,6028.79979648949,745.5965338614602,8986.769334395758,1900.7731558314283,129.04823655071988,Monocytes,train_sample_3
68833.49327608988,20484.54093393035,6825.603960739635,1401.4480510128387,523.9435935250165,294.4654197793558,141.36280068169805,7041.384073857638,516.5153854202174,218.32047903958534,T_cells_CD8,train_sample_1
60524.224478105716,44360.134444762756,642.8303191371723,651.2456792577352,803.3755526339869,10.0,626.2593504426915,5728.117197936818,3956.1189061154796,367.7154104627965,NK_cells,train_sample_1
45081.861067938786,44080.86701890014,12.0,1836.1311871286268,10.0,7031.502634174065,224.33358165278096,9742.700616126904,952.182479483996,164.35639732608368,Monocytes,train_sample_2
59672.49497505054,35426.453126750734,1700.8295287399417,1163.8255853472092,835.4852518653158,800.0469910956231,88.81212658163483,5326.805467307681,5301.649195007505,328.0167804572215,NK_cells,train_sample_3
49670.809745789564,28879.532553189725,8165.521557090907,6869.927141259584,16.0,431.7902599295396,779.0596502200829,4041.0356937584593,664.1975861861279,934.1809948527244,T_cells_CD4,train_sample_3
53563.15173635382,56777.197536360494,12.0,2125.295115448213,384.81888728830245,5388.687050162246,10.0,8563.148555054899,854.6368590231673,214.2066191526692,Monocytes,train_sample_3
46294.01715379,34425.33805086981,4334.089877523705,763.9114708466243,7784.5008897272655,956.8694149250349,500.06604836845827,9434.645168279016,186.73333883884698,439.5414675947272,T_cells_CD8,train_sample_2
49346.32458041639,19016.598665246132,1304.8240344858787,895.5891153110884,972.3888296638365,1223.1901593556522,4146.669013319523,6039.705733218612,352.8310037980324,5600.802592639822,B_cells,train_sample_1
32923.18046041878,29093.137203424605,654.7223183502676,10.0,10.0,359.26764439668483,1455.8139792381444,5800.382536561306,677.1699898173091,4758.698023300653,B_cells,train_sample_1
52649.825870568435,19761.991929446693,6458.2190643983395,6963.310913660657,946.997150961669,198.87583924692666,801.4083124614258,5340.744169636443,644.3271050622151,855.7347471584883,T_cells_CD4,train_sample_2
49802.29770117124,41377.04783372935,5514.063319616854,4979.471502799163,16.0,727.8479064992728,28.962246218992192,8521.06247478803,403.03333989020393,990.246032416484,T_cells_CD4,train_sample_2
52599.52360258267,21500.762438290134,5880.888518167404,1286.531238652189,33.424700393288816,710.3189900501709,1075.9349504551112,140.0,1276.0344403798,972.4993703768179,T_cells_CD4,train_sample_3
76046.88280032233,800.0,634.4770976624933,617.4833990865019,277.00512034177643,6729.214396229876,663.0456620817852,9822.717828831228,2023.9855893928864,609.4682361346704,Monocytes,train_sample_3
11993.72433814183,22646.324309852873,588.4047062240343,15.176551595008814,2304.8880523036123,555.3655672847501,448.81691133347533,5365.589397726547,4101.252620375625,615.8700603314707,NK_cells,train_sample_1
29214.75054202911,31652.298773673254,3767.084951762602,5932.124041996477,651.6424286633829,37.18369846897289,488.7012624212962,7073.549654663321,750.9469091947394,477.1785694055958,T_cells_CD4,train_sample_2
73413.0230434019,31025.694229007444,1466.5167521691749,12.0,2541.3118714374054,566.4510134768923,631.9364220139693,8449.236934284698,4181.086480106586,10.0,NK_cells,train_sample_3
31887.77442025114,20117.90209088023,654.7516302038761,841.4303042007967,689.3865553188898,152.8588524853036,7055.584455796627,4372.558556856755,10.0,3939.353270410967,B_cells,train_sample_3
50920.97992507564,22434.660511151364,12.0,455.1723464072991,323.40206224545716,1216.5186380321259,4561.393471119499,5560.085582344727,984.6790624422409,3344.328403714915,B_cells,train_sample_2
41877.321321700656,26103.748509447913,428.49013716303114,434.1445076588315,228.80114103077054,4527.3906171080525,321.7967508361868,8642.762194849047,651.8809344006819,426.1905478059728,Monocytes,train_sample_1
40297.94818231435,24199.094559497393,941.4543451034467,916.8543722331834,704.7967035233662,652.3069743496949,6382.896296657868,8673.112953617701,294.7864353634029,4159.392879630378,B_cells,train_sample_3
74782.4061749499,43139.42004485166,274.0530449847489,1473.1243257968265,903.7440400268595,6677.375240298597,853.8496441444678,8854.619484184677,178.34803164532775,167.10871301556102,Monocytes,train_sample_1
59910.39703502286,22755.30820928319,4538.170884115795,4936.150858643314,936.9719636056413,10.0,2410.7752127967137,5048.196505448992,351.73255393941196,728.3940043524999,T_cells_CD4,train_sample_2
45808.95594943163,23535.520918341947,450.69813219547626,1055.062088076438,655.0531590965882,1076.4077888604415,10.0,5205.739877647465,5709.907655127657,493.1420688087737,NK_cells,train_sample_3
46660.373723566576,24704.124589791354,1638.9222152210514,240.4618570519724,969.9337928131445,132.71972788498078,137.63516409200213,6524.734413860127,5352.990549520131,715.1293833707136,NK_cells,train_sample_1
68273.76678931629,21210.494913694092,1073.8673269345825,651.0669788292921,472.46332051717536,1025.9281128876164,7084.636972618935,4165.087165006564,764.5511635485035,2708.403351937485,B_cells,train_sample_3
43693.70571532967,23980.15120567906,769.2690156618562,10.0,10.0,348.1832381733915,3357.1215717882214,6575.9455329277225,807.0113438391808,5490.007814636198,B_cells,train_sample_3
34200.38136674187,30545.095176959032,8456.509081710119,7494.751262719447,818.1068158102281,2154.4543398984633,401.65016891945396,6884.290530959106,770.7445192619376,1433.467417535454,T_cells_CD4,train_sample_1
37304.895072996354,21840.643372604663,554.44242147848,598.273765301936,164.2195180004171,654.6518508807457,7349.349966632717,8178.686612869027,827.7295905882889,3168.8484145215957,B_cells,train_sample_2
60027.46833958491,26060.292506648224,14.0,890.995205929835,400.8768677515715,307.9293523834544,319.4619679831628,5692.572580051859,4414.943402910691,952.129373442004,NK_cells,train_sample_1
44408.638316827775,36010.93268748101,6139.181730016735,955.9264547884385,5554.1299482021295,996.4498862823665,328.0927078495239,7205.107940271287,355.0365587208595,1048.9087491673552,T_cells_CD8,train_sample_2
13450.474685247915,40057.81092279516,998.1579395613937,1654.3753502795375,622.4023374556368,6109.264946089953,978.2227519988089,7946.682473584466,14.0,159.60015600476706,Monocytes,train_sample_2
53207.64638446373,49725.86186628895,925.9366282441472,2561.8308196628273,262.7665943113189,5144.531093073908,794.7198205271571,5374.662711130038,409.4551277613841,129.2171823655617,Monocytes,train_sample_2
55435.74392459388,21663.68049870207,642.2279281620433,209.3262466856455,853.735836641735,1100.9718891323375,3787.3712026674957,5222.363819101203,776.5436274550557,4394.237300380578,B_cells,train_sample_2
71974.93051059777,24906.089823090948,2548.015042031591,6192.900325635958,1297.4503324234247,490.777837598398,523.1148112584661,8570.288879468144,789.4986436657534,269.90545413098914,T_cells_CD4,train_sample_1
39552.83942676497,43729.63655888849,5751.032005342262,2695.947716623059,136.49868307605882,699.7331654124605,673.5025235051112,6135.498074842522,237.45888420244984,1312.0507793144775,T_cells_CD4,train_sample_1
36865.76107722355,29646.276498034298,6072.233134017775,463.2373569563745,5473.776781001136,75.69701423491082,10.0,6005.88165791097,268.85000590435016,10.0,T_cells_CD8,train_sample_1
61092.97635792546,22944.048537112823,4941.423762464587,5629.0626084124715,2000.4472382755005,777.1754560417951,964.0758234467428,7721.717622633851,454.00200981872683,623.2861355181942,T_cells_CD4,train_sample_3
57419.1628117788,24590.199721387573,7381.246842488272,547.8888239924165,3276.096148977185,10.0,510.6354224877769,4763.475193869119,642.8503984501583,746.6051028839098,T_cells_CD8,train_sample_1
53344.83103962799,29325.812718845875,538.1545905511372,12.0,951.7297493308952,10.0,935.177781905954,9172.87411240396,5820.031088866322,10.0,NK_cells,train_sample_1
39988.53381800307,28677.04612291762,378.4000877260978,251.0976224548786,3302.8933031700903,105.93941450528968,593.3347857171356,9609.695833933485,5161.172821913367,419.237659533189,NK_cells,train_sample_3
48238.50090597157,7835.473640408087,7162.557892219107,14.0,6322.992333451368,163.14470241564214,652.7256142423576,5274.214076855833,2734.9268850371736,636.8982875937319,T_cells_CD8,train_sample_1
50273.02865633775,38790.45916906395,759.1803616243369,854.5641719840618,352.22722093235626,4462.463050135322,10.0,6530.47961856675,1859.6711290558303,671.4359870654005,Monocytes,train_sample_3
46518.59900479385,40143.81804800916,425.70939979613183,593.5386519548682,106.77983426323013,5207.786778063848,41.87649358084025,7484.148476047905,563.9813268272965,199.6149815749277,Monocytes,train_sample_3
87407.48758103893,15450.447734222977,6800.077809084762,4191.249720757713,684.0118732462108,280.3476924748745,899.5819860428868,8230.350986941252,993.5825108569624,803.2175330638893,T_cells_CD4,train_sample_2
55184.141930305836,17017.156186782133,572.6407405746332,127.42192360353599,895.7910432068555,1028.937852010615,4979.820422731131,8213.000892467775,10.0,4620.958095475106,B_cells,train_sample_1
43536.90037385668,30804.88036000706,6801.1766126082475,606.0183047088414,1794.2497197065604,399.0726338070832,1076.603967344001,6560.481120479513,238.9863043477113,403.6543419806469,T_cells_CD8,train_sample_2
46495.14337218366,34845.7293564928,3620.3471821993126,6822.240830705444,16.0,10.0,931.0320271288326,8344.621848701912,768.9728543022588,555.5098899759971,T_cells_CD4,train_sample_3
76485.07096972888,54254.315618560286,844.2917554305957,2638.822536408773,956.5463531906228,5582.954674054744,753.6132445498333,9237.26196404454,942.1415511727276,34.8495226625046,Monocytes,train_sample_2
39796.41731852032,25593.117832269636,7916.174249849009,469.67603142098073,3507.6275178798255,308.28254658761347,729.4474696146565,6511.495637891588,189.0023228021547,853.496613415345,T_cells_CD8,train_sample_2
51975.89921151301,29563.908470196893,7793.139708009938,6925.288137701237,382.91129154430007,1409.2677690185176,12.0,6503.761356472538,140.5018065763675,146.21118529253434,T_cells_CD4,train_sample_1
68639.5136009746,54037.45020822618,385.4604853691726,484.03368162795925,721.0359782501166,5399.796916422894,449.8105640863915,9623.04335135696,308.2628808163372,1320.20802791057,Monocytes,train_sample_3
68811.79218521145,22061.976517790492,6327.885605703686,381.7360157863984,6125.396048739773,299.0061630982339,276.576841338863,8690.648122621264,16.0,1158.5196048786838,T_cells_CD8,train_sample_2
69483.67483800961,37818.623529744036,3718.2963202942183,2966.156457325218,1449.6321874794537,1099.3730752685954,270.46424592651243,7125.275992944698,691.0145552592495,481.203136812439,T_cells_CD4,train_sample_1
53241.57950874906,37042.50188568527,5470.3082436969335,5272.075623140783,940.7268511895385,615.7396395318101,1364.2741107352392,3156.457690734894,10.0,1128.161095964417,T_cells_CD4,train_sample_2
42056.366124348926,23719.54721121663,7517.563176198446,6945.596875914736,218.81840429321346,10.0,416.6179925571522,9688.928927221235,229.51322096429527,607.8889618013034,T_cells_CD4,train_sample_2
60733.14556701648,36386.02250767633,6657.05659273224,888.3707876621038,6287.6686282176,59.721078859333815,496.18339081193284,7035.685165025864,686.9828284405029,403.09367498974314,T_cells_CD8,train_sample_1
47712.96974192547,23327.975573176893,210.6792916697059,437.4960233060526,390.47391823183966,792.6888866751227,840.2239874935747,4777.29376378446,4880.926568096115,799.5933641669793,NK_cells,train_sample_2
50703.959697038146,34976.28777859059,136.1588200439517,914.4003041687369,1711.8911848498678,498.53865256252095,521.2911084892017,6840.595845836055,5525.546501940863,10.0,NK_cells,train_sample_1
65897.67005833331,66439.9828400964,993.1954653262706,719.7580180708667,382.3426116699117,498.18670408806247,667.7616913328017,4899.663159414959,7717.640761971641,889.8146923905343,NK_cells,train_sample_3
35812.71567664745,18850.882382490185,12.0,186.23713341614038,380.60722669554735,859.2373877757574,5891.586855108562,5977.290960899219,372.4034522377003,2705.0277265026207,B_cells,train_sample_1
